1236,Chn Lestan Hides & Skins,"Chromepet, ",,,Chennai,Tamil Nadu,,,,,,
1237,Chn  Lethal Maize,,,,Chennai,Tamil Nadu,,,,,,
1238,Chn LG International,"No.5/282, Nethaji Nagar,, Sipcot, - 632403",,,Ranipet,Tamil Nadu,,,,,,
1239,Chn Liberty Trading Co,"No.48 A, M.B.T Road,, Ranipet- 632401",,33AAAPF1959M1ZQ,Ranipet,Tamil Nadu,,,,,,
1240,Chn Lifeline Safety Solutions,"16/24, 6th Cross Street, New Colony, Chrimpet,, Chennai",,33AULPM1908JIZK,Chennai,Tamil Nadu,600044,,,,,
1241,Chn Life Science Laboratories Pvt Ltd,"W 162, Parlk Road, Annna Nagar West Extension,, Chennai-600101",,33AAACL8343G1ZO,Chennai,Tamil Nadu,,,044-42646251,,,
1242,Chn Lintex Agencies,"# 3/9, Sami Mudali Street,, 2nd Floor, Perimet, Chennai",,33AABFL2158B1ZY,Chennai,Tamil Nadu,,,,,,
1243,Chn Little Feet Inc,"C/o.Deepak Das wal, Shakti Tower, 766, Mount Road, Chennai-02",,,Agra,Uttar Pradesh,,,,,,
1244,Chn Lloyds General Agencies,,,,Chennai,Tamil Nadu,,,,,,
1245,Chn Lloyd Shoes India Pvt Ltd,"S.F.No.251/3, Nellorepettai Panchaya, Lingundram Village,, Gudiyatham- 632 602, Vellore District",,33AABCL6112G1Z0,Vellore,Tamil Nadu,,S.S.Janaki,04171-221650,,accounts@lloydindia.in,mageshkumar@lloydindia.in
1246,Chn L.M.S Gani Mohamed & Co,"1/A, Wuthukattan Street,, Periamet, Chennai-600 003, Ph: 044-26221310",,33AAAFL1458M1ZB,Chennai,Tamil Nadu,600003,,044-26221310,,lmsganimohamedco@yahoo.com,chennai@graciouesexpress.com
1247,Chn Lords Plastics Industries,"24/140, Kamarajar St,, Tmp Nagar, Padi,, Chennai-600 050",,33AAFFL5327E1ZN,Chennai,Tamil Nadu,600050,Mr.Nazeem Ahmed,,,lordsfiles@ymail.com,
1248,Chn Lubna Enterprises,"No.31, George Fernandez St, V.O.C. Nagar, Pammal, - 600 075",,,Chennai,Tamil Nadu,,,,,,
1249,Chn Luna Shoes Components,"No-47 Emfrald Nagar Road,, SIPCOT, Ranipet-632 403",,33AAGFL3657C1ZL,Ranipet,Tamil Nadu,,,,,,
1250,Chn Luthfa Shaarin Leathers,"No.31/1, V.V.Koil Street, Periamet, -3",,,Chennai,Tamil Nadu,,,,,,
1251,Chn Lzza Leather Exports,,,,Ambur,Tamil Nadu,,,,,,
1252,Chn Maawa Leather,"C\o.Khaiser International, #5, Nabikhan Subedar Street,, Periamet, -3, Ph: 8925898955 & 9840779808",,,Chennai,Tamil Nadu,,,,,,
1253,Chn Maaz Leather Exports,"1345/A,M.J.Street,, Neelfield,Vaniyambadi-635751",,33AHSPN0662N1ZU,Vaniyambadi,Tamil Nadu,,,,,,
1254,Chn Mac Fari Shoes,"Sami St, Periamet, ",,,Chennai,Tamil Nadu,,,,,,
1255,Chn Mafaaz International,"No.10/A, Muthu Street,, Periamet, Chennai-600 003",,33AHIPT9979N1Z4,Chennai,Tamil Nadu,600003,,,9367670005,,
1256,Chn Mafeez International,"Survey No.7,7th Street Larrai Manguppam,, Devalapuram Post,Land Mark Next to All,, Ambur-635802",,33DUFPS8762J1ZO,Ambur,Tamil Nadu,,,,,,
1257,Chn Mag International Pvt Ltd,"#11, V.V.Koil Street,, Periamet, Chennai",,33AARCS0234L1Z7,Chennai,Tamil Nadu,600003,,,,,
1258,Chn Magnam Leathers,"19-B, Padasalai Street,, Lakshmipuram, Chromepet,, Chennai-600 044",,33AARFM5791R1Z7,Chennai,Tamil Nadu,,,,,,
1259,Chn Magnum Inc,"19/13 Sabari Flats, Chennai-44",,33ABAFM6150C1ZU,Chennai,Tamil Nadu,600044,,,,,
1260,Chn Maharaja Marketing,,,,Chennai,Tamil Nadu,,,,,,
1261,Chn Maharrishi Exports,"Chromepet, Chennai-44",,33AQLPS2336N1ZE,Chennai,Tamil Nadu,600044,,9543179731,,senthilmaharrishi@gmail.com,billing.maa@graciousexpress.com
1262,Chn Mahfeez International,Ambur,,33CUFPS8762J1Z0,Ambur,Tamil Nadu,,,,,,
1263,Chn  Maistry Street Periamet,,,,Chennai,Tamil Nadu,,,,,,
1264,Chn Maj Enterprises,"M.V.Badran St, Periamet, ",,,Chennai,Tamil Nadu,,,,,,
1265,Chn Majestic Footwear,"#2, Krishnan Street,, Srinivasa Colony,, Pammal, Chennai-600 075",,33DCJPS9959C1Z2,Chennai,Tamil Nadu,600075,,,,,
1266,Chn MALIK LEATHER CRAFTS P LTD,PONDICHERY,,,Puducherry,Puducherry,,,,,,
1267,Chn Manish Ashdhir,,,,Chennai,Tamil Nadu,,,,,,
1268,Chn Manish Ashdhir India International,,,,Chennai,Tamil Nadu,,,,,,
1269,Chn Manzoor Ahmed,"Periamet, ",,,Chennai,Tamil Nadu,,,,,,
1270,Chn Mari Leather,"No.20, Kothandam St, Chromepet, -44",,,Chennai,Tamil Nadu,,,,,,
1271,Chn Mark India,"No.10/A, Babullah Markan St,, Ambur-635802",,33CECPM9489M1ZQ,Ambur,Tamil Nadu,635802,,,,,
1272,Chn Markss,"No-16 Mount Poonamallee Road,, Nandambakkam,, Chennai-600089",,33AOVPJ3429B2Z1,Chennai,Tamil Nadu,600089,,9952095570,,,
1273,Chn Maroof Enterprises,"No.12, Kandrampalli Road,, Thuthipet, Ambur",,33ACQPU7596P1Z8,Ambur,Tamil Nadu,635802,Mr.Khaleel,,96001 39159,,
1274,Chn Mars Footwear,", Mob:9003025596",,,Chennai,Tamil Nadu,,,,,,
1275,Chn Marudhar Tanchem Pvt Ltd,"#93, E.V.K. Sampath Road,, Vepery, Chennai-600 007",,33AAACM5279N1Z3,Chennai,Tamil Nadu,600007,Ms.Jancy,,89397 41019,sales@marudhar.net,
1276,Chn Maruthar Tanchem,Chennai,,,Chennai,Tamil Nadu,,,,,,
1277,Chn Maruthi Engineering,,,,Chennai,Tamil Nadu,,,,,,
1278,Chn Maruti Engineering,,,,Chennai,Tamil Nadu,,,,,,
1279,Chn Mascer Leather,,,,Chennai,Tamil Nadu,,,,,,
1280,Chn Mass Lining & Stickering Works,"No.5, M.H.Road, Moolakkadai, - 600 060",,,Chennai,Tamil Nadu,,,,,,
1281,Chn Mass Screens,"7, Rajaji Street, R.K.Road,, Saidapet, Chennai-15",,33AGIPG2776P1ZY,Chennai,Tamil Nadu,600015,Mr.Gopinath,044-43523673,93812 27644,massscreens@yahoo.co.in,
1282,Chn Matrix Stampi Ltd,"19/1 & 4/4, Mailam-Pondy Road,, Sedarapet, Pondicherry-605111",,34AACCM7690K1Z2,Puducherry,Puducherry,605111,,0413 420 4322,,,
1283,Chn M.A. Wajid & Co,,,,Ranipet,Tamil Nadu,,,,,,
1284,Chn Maxim Creations,"46/10, Gandhi Nagar,, Anna Nagar West Extn,, Chennai-600 044",,33BAZPR5932C1ZC,Chennai,Tamil Nadu,600044,Ms.Rekha,07200017515,09382848715,maximcreations2013@gmail.com,
1285,Chn Mayur Sales Corporation,"#59, Mint Street, Near Sowcarpet, Apollo Hospital, Chennai-600079",,33AEBPD4954P1ZC,Chennai,Tamil Nadu,600079,,,,,
1286,Chn M.C International,"Chromepet, Chennai-44",,33AANPM5354N1Z7,Chennai,Tamil Nadu,600044,,,,,
1287,Chn Meenu Handicrafts,"17, Throwpathi Amman Koil Street,, Sanjeevi Nagar, Pondicherry - 605 111",,34BOHPG8395G1ZN,Puducherry,Puducherry,605111,Ganesh Loganathan,,9943645421,ganesh.auroville@gmail.com,
1288,Chn Mega Leathers,"No.B/70,Emerald Nagar,, Sipcot,Ranipet-632403",,33AABFL9599A1Z9,Ranipet,Tamil Nadu,,,,,,
1289,Chn Megawin Leather Pvt Ltd,"No.92B Phase II, Sidco, Industrial Estate, ",,,Ranipet,Tamil Nadu,,,,,,
1290,Chn Meher Impex,Ranipet,,33GRGPS5910A1Z0,Ranipet,Tamil Nadu,,Mr.Nowman,,9884132578,,
1291,Chn MEI Leather,"Pammal, ",,,Chennai,Tamil Nadu,,,,,,
1292,Chn Mercuri Tanners,"119/6B, Adam Nagar, Main Rd, Nagalkeni,, Chromepet, -44",,,Chennai,Tamil Nadu,,,,,mer_kk@yahoo.com,
1293,Chn Meridian Leathers Exports,"No.57/A, Jalal Road,, Ambur-635802",,33AAJFM8106C1ZN,Ambur,Tamil Nadu,635802,,,,mlexport10@gmail.com,
1294,Chn Metaplast Adkrafts,"Sahney Towers,, 81,Poonamallee High Road, Nerkundram,, Chennai - 600107",,33AABFM2344Q1Z6,Chennai,Tamil Nadu,600107,,7200068960,,,
1295,Chn Meta Plast Adkrafts - GTA,"224, P.H.Road, -29, Tel : 044-26641826/0026",,,Chennai,Tamil Nadu,,,,,,
1296,Chn Metro Fabrics,"No.34/24, S-2, 2nd Flr, Postal Colony 1st St, West Mambalam, Chennai-600 033",,33APEPS3476F1ZT,Chennai,Tamil Nadu,,,,,,
1297,Chn Metro Soles,"19/5,Benther Paali Road,, Ambur",,33ABCFM7098M1ZQ,Ambur,Tamil Nadu,,,,,,
1298,Chn MFC Eram Liaison Office,"RK Complex, Survey No.303-B,, 2nd Floor,Block B, Thiruneermalai Road,, Parvathy Puram, Chrompet -600044",,,Chennai,Tamil Nadu,,,,,,
1299,Chn Middle East Tanning Company,"12/1, Venkatasamudiram Road,, Develapuram Post, Ambur-635802",,33AAAFM6846L1Z2,Ambur,Tamil Nadu,635802,,Mr.Thanveer,82201 55449/ 99407 94951,,
1300,Chn Mifra Shoes & Accessories,"38/A/11, Jalal Road Mottukollai,, Ambur-635802",,33APEPP1044A1ZM,Ambur,Tamil Nadu,635802,,,,,
1301,Chn Miles Shoes,,,,Chennai,Tamil Nadu,,,,,,
1302,Chn Miracle,"9/21,  Wuthucattan St,, Periamet, Chennai-600 003",,33BGZPA5064L1ZZ,Chennai,Tamil Nadu,600003,Mr.Javeed,,99622 73836,,
1303,Chn Mitra,"Old No, 45, Balaji Nagar,, First Main Road. Ekkattuthangal,, Chennai-600032",,33AADPV3329G1ZS,Chennai,Tamil Nadu,600032,Ms.Bharathi,044-4264 7494,,,
1304,Chn Mizab Traders,"No.13/2, Veerasamy St,, Periamet, Chennai-600 003",,33AULPT5901G1ZJ,Chennai,Tamil Nadu,600003,,,,,
1305,Chn M.L.M.Impex,"No, 7 M.G.R, Salai,, Nagalkeni, Chrompet,,  - 600044",,,Chennai,Tamil Nadu,,,,,,
1306,Chn M+L Shoes Accessories Pvt Ltd,"Sevoor, Vellore Dist.",,33AAJCM0242L1ZL,Vellore,Tamil Nadu,,,,,,
1307,Chn mm Belt House,Chennai,,,Chennai,Tamil Nadu,,,,,,
1308,Chn M.M.Industries,,,,Chennai,Tamil Nadu,,,,,,
1309,Chn  M.Nawaz,,,,Chennai,Tamil Nadu,,,,,,
1310,Chn Modern Exports,,,,Ambur,Tamil Nadu,,,,,,
1311,Chn Modern Shoes,"55BI Phase-I,, SIPCOT Industrial Complex,, SIPCOT, Ranipet-632 403,, Vellore, Tamil Nadu",,33AAFPP2857B1ZZ,Ranipet,Tamil Nadu,632403,Ms.Malliga,,9047025787,accounts@modernshoes.in,
1312,Chn Modish Leathers,"6/1, Tharvazi Road,, Ambur-635802",,33AHNPA9126B1ZS,Ambur,Tamil Nadu,,,,,,
1313,Chn Modish Shoes,"6/1, Tharvazi Road,, Ambur",,33AAOFM3493M1ZP,Ambur,Tamil Nadu,,Mr.Suhail,,+91-9597007850,modish_shoes@yahoo.com,
1314,Chn Mohammed Rashid,", Mob : 9551885645",,,Chennai,Tamil Nadu,,,,,,
1315,Chn Mohib Shoes Pvt Ltd,"No.18,  Sami Street,, Periamet, Chennai-600 003",,33AAECM6730A1Z0,Chennai,Tamil Nadu,600003,,,,admin@mohibshoes.com,
1316,"Chn Mohideen & Co.,",", Ph: 98403 80379",,,Chennai,Tamil Nadu,,,,,,
1317,Chn Mona Impex,", Ph: 09003191807",,,Chennai,Tamil Nadu,,,,,,
1318,Chn Moolai Leather Exports,"No. 4/119,Cutchery Rd,, Extn,Valayampet,, Vaniyambadi-635751",,33AFJPM8082Q1ZO,Vaniyambadi,Tamil Nadu,635751,,,,,
1319,Chn Moonstar Display Company,", Ph: 09884061700",,,Chennai,Tamil Nadu,,,,,,
1320,Chn Mother Impex,"AMMOOR ROAD NO.3, MANTHANGAL POST, RANIPET",,33ABBFM2485M1Z2,Ranipet,Tamil Nadu,632401,,,,,
1321,Chn Motherson Automotive,,,,Chennai,Tamil Nadu,,,,,,
1322,Chn Mothi Leather Creation,"No.23/1, Perianna Maistry St, Periamet, Chennai -600003",,33CSGPP1873E1ZR,Chennai,Tamil Nadu,600003,,,9600883244,,
1323,Chn Mouli Fashion Leather,"I-2, Talco Industrail Estate,, Madhavaram,  -06",,,Chennai,Tamil Nadu,,,,,,
1324,Chn Mouzi Fashion Leather,-600 006,,,Chennai,Tamil Nadu,,,,,,
1325,Chn Mphasis E.Com Services,"22/6, Chankkarai Street, Kondithope, -79",,,Chennai,Tamil Nadu,,,,,,
1326,Chn Mr.Abrar Ahmed,"Periamet, , Ph: 9629850099",,,Chennai,Tamil Nadu,,,,,,
1327,Chn Mr.A. Nagappan,,,,Chennai,Tamil Nadu,,,,,,
1328,Chn Mr.Anwar Hussain,"Periamet, ",,,Chennai,Tamil Nadu,,,,,,
1329,Chn Mr. Asif,"Brand Hub, Vaniyambadi.",,,Vaniyambadi,Tamil Nadu,,,,7845446933,,
1330,Chn Mr.Chandra,"Koyambedu, ",,,Chennai,Tamil Nadu,,,,,,
1331,Chn Mr.Faisal,", 08870717072",,,Chennai,Tamil Nadu,,,,,,
1332,Chn Mr.Ismail,Chennai,,,Chennai,Tamil Nadu,,,,,,
1333,Chn Mr.Kumar Narayan,", Ph: 9946154639",,,Chennai,Tamil Nadu,,,,,,
1334,Chn Mr.Layeeque Jee,,,,Ambur,Tamil Nadu,,,,,,
1335,Chn Mr.Nawaz,,,,Chennai,Tamil Nadu,,,,,,
1336,Chn Mr.Rajini,,,,Chennai,Tamil Nadu,,,,,,
1337,Chn Mr.Rashid,"Chennai, Cell : 9551885645",,,Chennai,Tamil Nadu,,,,,,
1338,Chn Mr.Razak,,,,Chennai,Tamil Nadu,,,,,,
1339,Chn Mr.Roberto Allogrour,,,,Chennai,Tamil Nadu,,,,,,
1340,Chn M.S.Enterprises,,,,Ambur,Tamil Nadu,,,,,,
1341,Chn M S K Enterpries,", Ph: 9791677115",,,Chennai,Tamil Nadu,,,,,,
1342,Chn M.S.Khan,,,,Chennai,Tamil Nadu,,,,,,
1343,Chn MSN  Exports,"Chennai, Tamil Nadu",,,Chennai,Tamil Nadu,,,,,,
1344,Chn Ms.Nikitha Singh,"Ekkattuthangal, ",,,Chennai,Tamil Nadu,,,,,,
1345,Chn M.S.N Leather Company,"No.63, Jermiah Road, Vepery, Chennai-600 007",,33AAICM7014M1ZC,Chennai,Tamil Nadu,600007,Mr.Mohd Zubair,044-42176866,8056062100,,
1346,Chn MSN Leather Company Pvt Ltd,"No.63,Jermiah Road, Vepery,, Chennai-600007",,33AAICM7014M1ZC,Chennai,Tamil Nadu,,,+91-4442176866,,msnlcpl@gmail.com,
1347,Chn M.S Overseas,"6/60  Niyamath Street, Pernsmbut  Vellore, 635810",,33CTTPM4346P1ZU,Vellore,Tamil Nadu,635810,,,,,
1348,"Chn Mukthar & Co.,","Periamet, ",,,Chennai,Tamil Nadu,,,,,,
1349,Chn Multi impex,"Old No. 145, Linghi Chetty Street, 1st Floor, Parrys, Opposite High Court, Near Punjab National Bank,, Chennai-600001, Tamil Nadu,",,,Chennai,Tamil Nadu,600001,,,08071803052,,
1350,Chn Mumtaz Leather Export,"No.1506/G/1, P.J.Nehru Road,, Vaniyambadi-635751",,33AAXFM6057C1Z3,Vaniyambadi,Tamil Nadu,635751,,,,,
1351,Chn Mustaq Ghs Leather,"V.V.Koil Street, Periamet, ",,,Chennai,Tamil Nadu,,,,,,
1352,Chn M V P N K Enterprises,"#5, Bangaru St, Ellis Rd,, Mount Rd, Chennai-600 002",,33AAAFM8306K1ZD,Chennai,Tamil Nadu,600002,Mr.Gopal Krishnan,,9941919971,mvpnkenterprises@gmail.com,
1353,Chn Naagu Leathers,"No.62, M.G.R.Salai,, Nagalkeni, Chromepet,, Chennai-600 044",,33AAEFN7323B1ZS,Chennai,Tamil Nadu,,,,,,
1354,Chn Naaz Leather Company,"#60/61,Santhapet Mosque Street,, Ambur-635802",,33AACCN8147J1ZB,Ambur,Tamil Nadu,,,,,,
1355,Chn Nabisha Leathers,,,,Chennai,Tamil Nadu,,,,,,
1356,Chn Nafisa Overseas,"T.S. No.73/1A3, #1/209A, Valayampet, -635751",,,Vaniyambadi,Tamil Nadu,,,,,,
1357,Chn Naga Traders,"1A, First Floor, Kailash, Apartments, 5th Trust Cross St,, Mandavelipakkam, Chennai-600 004",,33BPWPP2428D1ZR,Chennai,Tamil Nadu,,Mr.Palanivel,,98427 46947,,
1358,Chn Nagavalli Enterprises,,,,Chennai,Tamil Nadu,,,,,,
1359,Chn Nagesh Yadula,,,,Chennai,Tamil Nadu,,,,,,
1360,Chn Nagyang Shoes Pvt Ltd,"#48, Sipcot Industrial Estate, Serkadu,  - 632403, Ph 04172 246030 / 244033",,,Ranipet,Tamil Nadu,,,,,vlr_nagyang@yahoo.com,vlr_nlplnag@sancharnet.in
1361,Chn Nana Enterprises,"Anakaputhur, ",,,Chennai,Tamil Nadu,,,,,,
1362,Chn Nano Polymers,"#13, First Floor,, Shankar Nagar, Kovur,, Opp. to St.Joesph Arts College,, Chennai- 600 122",,33CADPP4031M1ZQ,Chennai,Tamil Nadu,600122,Mr.Nazeem,,86800 31772,,
1363,Chn Naps India Footwear Company,"Thuthipet, Ambur",,33AAKFN8589M1ZD,Ambur,Tamil Nadu,,,,,,
1364,Chn Naps India Pvt Ltd (Mr.Layeeque Jee),,,,Ambur,Tamil Nadu,,,,,,
1365,Chn Naseer Leathers,"# 1, 7th Street, Arkeeswarar Colony, Nagalkeni, Chromepet,  - 600 044",,,Chennai,Tamil Nadu,,,,,,
1366,Chn Naser Tanning Company,"Garment Division No.1/131A, CNA Road Valayampet, Vaniyambadi-635751",,33AAAFN0380N1ZC,Vaniyambadi,Tamil Nadu,635751,,,,,
1367,Chn Nasl India Shoes Pvt Ltd,Ambur,,,Ambur,Tamil Nadu,,,,,,
1368,Chn Navas Enterprises,,,,Ambur,Tamil Nadu,,,,,,
1369,Chn Naveen Leather,,,,Chennai,Tamil Nadu,,,,,,
1370,Chn Nav International,,,,Chennai,Tamil Nadu,,,,,,
1371,Chn Navrang Agency,"Shop No.36, Bunder Street, -600001",,,Chennai,Tamil Nadu,,,,,,
1372,Chn Navyaa International,"Sipcot, ",,,Ranipet,Tamil Nadu,,,,,,
1373,Chn Nazeem Enterprises,-49,,,Chennai,Tamil Nadu,,,,,,
1374,Chn Naz Leather Exports,"15/4 1st Floor Perianna, Mastori Road Chennai",,33AHTPN5382L1ZM,Chennai,Tamil Nadu,,,,,,
1375,Chn Nekks Industries Pvt Ltd,"4/287, Kundrathur Main Rd, Kovur, Chennai-600 122",,33AAECN7223P1Z6,Chennai,Tamil Nadu,600122,,,,,
1376,Chn New Bollywood Shoes,"No.56, 8th Cross Street, Pulla Avenue, Shenoy Nagar, -600030",,,Chennai,Tamil Nadu,,,,,,
1377,Chn New Saravana Stores,"No.128-130, North Usman Road, T.Nagar, -600 017",,,Chennai,Tamil Nadu,,,,,,
1378,Chn  New Wally Wood Shoes,,,,Chennai,Tamil Nadu,,,,,,
1379,Chn Newzealand Woolon Co,"102-B, Anna Salai, Nagalkeni,, Chrompet, Chennai-600 044",,33AAMFN9560E1Z3,Chennai,Tamil Nadu,600044,,,,,
1380,Chn Nexus International,"No-884/8, Rasamy Salai, K.K Nagar, Chennai",,332A2WPS3697L1Z,Chennai,Tamil Nadu,,,,,,
1381,Chn Nibras & Co,"No.12/42, Taylors Road,, Kilpauk, Chennai-600010",,33AABPL7145E1Z2,Chennai,Tamil Nadu,600010,,,,,
1382,Chn Nibras Shoes Pvt Ltd,"No.12/42, Taylors Road,, Kilpauk, Chennai-600 010",,33AACCN1078Q1Z5,Chennai,Tamil Nadu,600010,,,,,
1383,Chn Nice Casuals,,,,Ambur,Tamil Nadu,,,,,,
1384,Chn Nisar Ahmed,"Thutipet,Ambur",,,Ambur,Tamil Nadu,,,,,,
1385,Chn N.L Enterprises,"No.2A, Srinivasa Cross St,, Lic Colony Extn, Pammal,, Chennai-600 075",,33AKPPM4023Q1ZQ,Chennai,Tamil Nadu,,Mohammed Shafi,,90801 84237,,
1386,"Chn N.M.Hashim & Co.,","#1, Kumarappa Street,, Periamet, Chennai",,33AAAFN5756E1ZH,Chennai,Tamil Nadu,,,04174 243077,,,
1387,Chn N.M.R.Leathers,,,,Chennai,Tamil Nadu,,,,,,
1388,"Chn N.M.Zackriah & Co.,","#67, E.V.K Sampath Road, Vepery, Chennai-600007",,33AAAFN3423E1ZX,Chennai,Tamil Nadu,600007,P Akbar Basha,044-26618037,9841027786,accounts@nmzgroup.in,
1389,Chn N.M.Zackriah & Co - Tannery,"Gudiyatham Road, Thuthipet,, Ambur-635811",,33AAAFN3423E1ZX,Ambur,Tamil Nadu,635811,,,,,
1390,Chn N N & Co.,,,,Ambur,Tamil Nadu,,,,,,
1391,Chn N N Metals,"32/1, Hazrat Mufti Mohd Garden,, Judge Nagar, Ambur-635802",,33AAMFN8593K1ZJ,Ambur,Tamil Nadu,635802,,,94941 91633,,
1392,Chn Noble International,"No-68/34,Nehru Street, Avvai Nagar,, Choolaimedu, Chennai-600 094.",,33AIJPK8402D1ZM,Chennai,Tamil Nadu,600094,,044-265111284,9600001245,info@nobleinternational.net,
1393,Chn Noorul Huda,"Chennai, Tamil Nadu",,,Chennai,Tamil Nadu,,,,,,
1394,Chn Nova Enterprises,"185/1A, Adam Nagar Maind Rd, Pammal, Chennnai-600 075, Off : D.No.4&5, Flat No.F-2, Daya Garden, 1st Flr, 2nd Crosst St, New Colony, Chromepet, Chennai-600 044",,33AAKFN8557D1Z4,Chennai,Tamil Nadu,,Ms.Suganthi,044-4386 5173,,novaenterprises2014@gmail.com,chennai@graciousexpress.com
1395,Chn  Novel Unichem,,,,Chennai,Tamil Nadu,,,,,,
1396,Chn NRL Leathers,"No.2, 1st floor, macfor lane,, Periamet, Chennai 3",,33APSPM3075J1ZH,Chennai,Tamil Nadu,638005,,,,,
1397,Chn NS Exports,"No.1, Palaya Penyaplayathamman Koil St, Pallavaram, Chennai-600 043",,33AEHPB5708D1Z3,Chennai,Tamil Nadu,,,,,,
1398,Chn Om Fabrics,"Old No.29/2, New No.61, Sami Pillai St,, Choolai, Chennai-600 112",,33AKUPG8919Q2Z5,Chennai,Tamil Nadu,600007,Mr.Sandeep,,98844 88206,,
1399,Chn Om Sakthi Leather Finishers,"No.86 Old Colony, Girisamuthiram Will&Post,, Vaniyambadi",,33BYMPS6979R1ZZ,Vaniyambadi,Tamil Nadu,635751,,,:9443390043,,
1400,Chn One Huge Step,"5/61, 2nd Cross, Neelankarai, Chennai-41",,33AADFO3874B1ZK,Chennai,Tamil Nadu,600041,,,98400 41130,,
1401,Chn Orchid Shoes,"# 1ST, Floor, Kundrathur High Road,,  - 602 101",,,Chennai,Tamil Nadu,,,,,purchase@orchidshoes.co.in,orchidshoesu@gmail.com
1402,Chn O.R.E,", Ph: 9994927227",,,Chennai,Tamil Nadu,,,,,,
1403,Chn Osuri Associates,"210-B, 8th Cross Street, Sidco Industrial Estate, Thirumudivakkam, Chennai-600 044",,33AAAFO5317Q1Z2,Chennai,Tamil Nadu,,,,,,
1404,Chn Osuri Footwear Components Pvt Ltd,"219-B, 8th Cross Street, Sidco Industrial Estate, Thirumudivakkam, -600 044",,,Chennai,Tamil Nadu,,,,,,
1405,Chn Oxford Shoes,"New 76/11A2, Old 78/1A2,, Valayambut, Vaniyambadi-635751",,33AABFO6805A1ZV,Vaniyambadi,Tamil Nadu,635751,,,,,
1406,Chn Pacific International,"Netaji Road, Ambur-635802",,33AAOFP2234K1Z5,Ambur,Tamil Nadu,635802,Mr.Muzammil,,99942 05549 / 97515 15898,,
1407,Chn Pacific Traders,,,,Ambur,Tamil Nadu,,,,,,
1408,Chn Padmash Leather & Exports (P) Ltd,,,,Chennai,Tamil Nadu,,,,,,
1409,Chn P.A.Footwear Pvt Ltd,"# 51, 1st Phase, 2nd Cross Road, VGN Nagar, Noolambur, Chennai",,33AAACP1923G1ZW,Ambur,Tamil Nadu,,,,,,
1410,Chn Pakkar Leather Export Co,"""Al-Mamoor"" No-8, 2nd Floor,, No.11/23, Verpery High Road,, Periamet, Chennai-600 003",,33AAAFP6536A1ZR,Chennai,Tamil Nadu,600003,S.Amjad Khan / K.Riyaz,044-25615443,9940175443,office@pakkar.in,chennai@graciousexpress.com
1411,Chn Pambha Enterprises,,,,Chennai,Tamil Nadu,,,,,,
1412,Chn P and R Industries,"No.72, SIDCO Industrial Estate,, Sipcot, Ranipet-632403",,33AADFP9961G1Z1,Ranipet,Tamil Nadu,632403,Mr.Yvuraj,,8012666600,,
1413,Chn Paragon Polymers,,,,Chennai,Tamil Nadu,,,,,,
1414,Chn Paramount Leather Corporation,"No 160/1, Alangayam Cross Road,, Vaniambadi New Town,, Vaniyambadi - 635752,",,33AAOFP2732J1Z4,Vaniyambadi,Tamil Nadu,635752,Mr.Faizal,+(91)-4174-234172,7010905857 / 9790560684,,
1415,Chn Parkash Impex,"58-E (NP) Sidco Ind Estate, Ambattue -60003, Ph-033560421297",,,Chennai,Tamil Nadu,,,,,,
1416,Chn Parma International,,,,Chennai,Tamil Nadu,,,,,,
1417,Chn Parnami Pump & Project,"SP-101, Sidco, Industrial Estate, Ambattur, -600 058",,,Chennai,Tamil Nadu,,,,,,
1418,Chn Paroma Shoes Pvt Ltd, -600 043,,,Chennai,Tamil Nadu,,,,,,
1419,Chn Parveen Exports,"No.14 & 15, Dharmaraja Koil St, Alandur, - 600 016, Mob : 9840910774, Ph : 044-4354 0203",,,Chennai,Tamil Nadu,,,,,,
1420,Chn Parzah International,"No.18/29, Inamdar Street,, Periamet, Chennai-600 003",,33BHUPP4114J1Z2,Chennai,Tamil Nadu,600003,Mr.Parvez,,9894611049,parzah49@gmail.com,
1421,Chn PCC Interlinings Pvt. Ltd.,"#75C, 2nd Floor Sector-18    
, Udyog Vihar,      
",,,Gurgaon,Haryana,,,,,,
1422,Chn Peekay Lamicoats Pvt Ltd,"24/42, 1st Floor, Barracks Rd, Periamet, -600 003, Mob : +91 98401 34661",,,Chennai,Tamil Nadu,,,,,,
1423,Chn Pegasus Apparels,"Reliance Petrol Bunk Property Area No.34/1, Shop No.2 M.C.Road,, Sanankuppam, Ambur-635814",,33BZGPS5739C1ZA,Ambur,Tamil Nadu,,,,,,
1424,Chn Pegasus International Building System,Ambur,,,Ambur,Tamil Nadu,,Mr.Azhar,,9884356758,,
1425,Chn Pemi Exports,"No.42, Godown St, -600 001",,,Chennai,Tamil Nadu,,,,,,
1426,Chn Peneil Leather,"Chrompet, ",,,Chennai,Tamil Nadu,,,,,,
1427,Chn Pentland India Trading Pvt Ltd,,,,Chennai,Tamil Nadu,,,,,,
1428,Chn Perfection Shoe Fabrics,Ranipet,,33BEZPR1531M1ZW,Ranipet,Tamil Nadu,,Mr.Naveen Kumar,,90800 15655,,
1429,Chn Perfect Leather,", Ph: 8754180120",,,Chennai,Tamil Nadu,,,,,,
1430,Chn Perfect Shoe Fabric,"143, Kanrampalli Road,, Thuthipet, Ambur-635802",,,Ambur,Tamil Nadu,635802,,,9944385386,,
